Price;BTCUSD;x;y;670977;qty;timestamp
Price;BTCUSD;x;y;671121;qty;timestamp
Price;BTCUSD;x;y;669435;qty;timestamp
Price;BTCUSD;x;y;670287;qty;timestamp
Price;BTCUSD;x;y;668489;qty;timestamp
Price;BTCUSD;x;y;670729;qty;timestamp
Price;BTCUSD;x;y;670801;qty;timestamp
Price;BTCUSD;x;y;668999;qty;timestamp
Price;BTCUSD;x;y;668498;qty;timestamp
Price;BTCUSD;x;y;671100;qty;timestamp
Price;BTCUSD;x;y;671450;qty;timestamp
Price;BTCUSD;x;y;670902;qty;timestamp
Price;BTCUSD;x;y;670419;qty;timestamp
Price;BTCUSD;x;y;671401;qty;timestamp
Price;BTCUSD;x;y;672400;qty;timestamp
Price;BTCUSD;x;y;669823;qty;timestamp
Price;BTCUSD;x;y;672616;qty;timestamp
Price;BTCUSD;x;y;672585;qty;timestamp
Price;BTCUSD;x;y;664499;qty;timestamp
Price;BTCUSD;x;y;646191;qty;timestamp
Price;BTCUSD;x;y;645463;qty;timestamp
Price;BTCUSD;x;y;643587;qty;timestamp
Price;BTCUSD;x;y;642840;qty;timestamp
Price;BTCUSD;x;y;642197;qty;timestamp
Price;BTCUSD;x;y;643100;qty;timestamp
Price;BTCUSD;x;y;645468;qty;timestamp
Price;BTCUSD;x;y;646252;qty;timestamp
Price;BTCUSD;x;y;644000;qty;timestamp
Price;BTCUSD;x;y;643700;qty;timestamp
Price;BTCUSD;x;y;642660;qty;timestamp
Price;BTCUSD;x;y;640564;qty;timestamp
Price;BTCUSD;x;y;641301;qty;timestamp
Price;BTCUSD;x;y;643399;qty;timestamp
Price;BTCUSD;x;y;642999;qty;timestamp
Price;BTCUSD;x;y;640260;qty;timestamp
Price;BTCUSD;x;y;644716;qty;timestamp
Price;BTCUSD;x;y;648698;qty;timestamp
Price;BTCUSD;x;y;649300;qty;timestamp
Price;BTCUSD;x;y;649732;qty;timestamp
Price;BTCUSD;x;y;651758;qty;timestamp
Price;BTCUSD;x;y;650497;qty;timestamp
Price;BTCUSD;x;y;649900;qty;timestamp
Price;BTCUSD;x;y;650440;qty;timestamp
Price;BTCUSD;x;y;651740;qty;timestamp
Price;BTCUSD;x;y;647836;qty;timestamp
Price;BTCUSD;x;y;648416;qty;timestamp
Price;BTCUSD;x;y;645556;qty;timestamp
Price;BTCUSD;x;y;650918;qty;timestamp
Price;BTCUSD;x;y;652154;qty;timestamp
Price;BTCUSD;x;y;652442;qty;timestamp
Price;BTCUSD;x;y;650838;qty;timestamp
Price;BTCUSD;x;y;652621;qty;timestamp
Price;BTCUSD;x;y;650500;qty;timestamp
Price;BTCUSD;x;y;651001;qty;timestamp
Price;BTCUSD;x;y;652752;qty;timestamp
Price;BTCUSD;x;y;653288;qty;timestamp
Price;BTCUSD;x;y;651931;qty;timestamp
Price;BTCUSD;x;y;652000;qty;timestamp
Price;BTCUSD;x;y;650689;qty;timestamp
Price;BTCUSD;x;y;648429;qty;timestamp
Price;BTCUSD;x;y;653252;qty;timestamp
Price;BTCUSD;x;y;652500;qty;timestamp
Price;BTCUSD;x;y;652001;qty;timestamp
Price;BTCUSD;x;y;649797;qty;timestamp
Price;BTCUSD;x;y;650968;qty;timestamp
Price;BTCUSD;x;y;652724;qty;timestamp
Price;BTCUSD;x;y;652067;qty;timestamp
Price;BTCUSD;x;y;636382;qty;timestamp
Price;BTCUSD;x;y;641511;qty;timestamp
Price;BTCUSD;x;y;640563;qty;timestamp
Price;BTCUSD;x;y;643722;qty;timestamp
Price;BTCUSD;x;y;645500;qty;timestamp
Price;BTCUSD;x;y;647070;qty;timestamp
Price;BTCUSD;x;y;646199;qty;timestamp
Price;BTCUSD;x;y;645300;qty;timestamp
Price;BTCUSD;x;y;645899;qty;timestamp
Price;BTCUSD;x;y;646239;qty;timestamp
Price;BTCUSD;x;y;645972;qty;timestamp
Price;BTCUSD;x;y;643000;qty;timestamp
Price;BTCUSD;x;y;641821;qty;timestamp
Price;BTCUSD;x;y;645457;qty;timestamp
Price;BTCUSD;x;y;644852;qty;timestamp
Price;BTCUSD;x;y;639700;qty;timestamp
Price;BTCUSD;x;y;639122;qty;timestamp
Price;BTCUSD;x;y;640250;qty;timestamp
Price;BTCUSD;x;y;647589;qty;timestamp
Price;BTCUSD;x;y;649930;qty;timestamp
Price;BTCUSD;x;y;655042;qty;timestamp
Price;BTCUSD;x;y;655376;qty;timestamp
Price;BTCUSD;x;y;654301;qty;timestamp
Price;BTCUSD;x;y;656802;qty;timestamp
Price;BTCUSD;x;y;655140;qty;timestamp
Price;BTCUSD;x;y;654001;qty;timestamp
Price;BTCUSD;x;y;650809;qty;timestamp
Price;BTCUSD;x;y;650499;qty;timestamp
Price;BTCUSD;x;y;653425;qty;timestamp
Price;BTCUSD;x;y;658393;qty;timestamp
Price;BTCUSD;x;y;658431;qty;timestamp
Price;BTCUSD;x;y;658901;qty;timestamp
Price;BTCUSD;x;y;658100;qty;timestamp
Price;BTCUSD;x;y;657806;qty;timestamp
Price;BTCUSD;x;y;657601;qty;timestamp
Price;BTCUSD;x;y;656500;qty;timestamp
Price;BTCUSD;x;y;660012;qty;timestamp
Price;BTCUSD;x;y;659293;qty;timestamp
Price;BTCUSD;x;y;659242;qty;timestamp
Price;BTCUSD;x;y;662000;qty;timestamp
Price;BTCUSD;x;y;663849;qty;timestamp
Price;BTCUSD;x;y;662180;qty;timestamp
Price;BTCUSD;x;y;665800;qty;timestamp
Price;BTCUSD;x;y;666251;qty;timestamp
Price;BTCUSD;x;y;665199;qty;timestamp
Price;BTCUSD;x;y;665000;qty;timestamp
Price;BTCUSD;x;y;661218;qty;timestamp
Price;BTCUSD;x;y;652622;qty;timestamp
Price;BTCUSD;x;y;634000;qty;timestamp
Price;BTCUSD;x;y;641498;qty;timestamp
Price;BTCUSD;x;y;637553;qty;timestamp
Price;BTCUSD;x;y;647914;qty;timestamp
Price;BTCUSD;x;y;652501;qty;timestamp
Price;BTCUSD;x;y;648682;qty;timestamp
Price;BTCUSD;x;y;649445;qty;timestamp
Price;BTCUSD;x;y;648500;qty;timestamp
Price;BTCUSD;x;y;647500;qty;timestamp
Price;BTCUSD;x;y;648199;qty;timestamp
Price;BTCUSD;x;y;647577;qty;timestamp
Price;BTCUSD;x;y;647517;qty;timestamp
Price;BTCUSD;x;y;649546;qty;timestamp
Price;BTCUSD;x;y;647330;qty;timestamp
Price;BTCUSD;x;y;631700;qty;timestamp
Price;BTCUSD;x;y;628033;qty;timestamp
Price;BTCUSD;x;y;630232;qty;timestamp
Price;BTCUSD;x;y;632926;qty;timestamp
Price;BTCUSD;x;y;627769;qty;timestamp
Price;BTCUSD;x;y;625277;qty;timestamp
Price;BTCUSD;x;y;628099;qty;timestamp
Price;BTCUSD;x;y;632701;qty;timestamp
Price;BTCUSD;x;y;632405;qty;timestamp
Price;BTCUSD;x;y;628019;qty;timestamp
Price;BTCUSD;x;y;637600;qty;timestamp
Price;BTCUSD;x;y;643295;qty;timestamp
Price;BTCUSD;x;y;645513;qty;timestamp
Price;BTCUSD;x;y;646206;qty;timestamp
Price;BTCUSD;x;y;645201;qty;timestamp
Price;BTCUSD;x;y;643790;qty;timestamp
Price;BTCUSD;x;y;640601;qty;timestamp
Price;BTCUSD;x;y;652911;qty;timestamp
Price;BTCUSD;x;y;654284;qty;timestamp
Price;BTCUSD;x;y;657474;qty;timestamp
Price;BTCUSD;x;y;656711;qty;timestamp
Price;BTCUSD;x;y;658945;qty;timestamp
Price;BTCUSD;x;y;655449;qty;timestamp
Price;BTCUSD;x;y;655901;qty;timestamp
Price;BTCUSD;x;y;655639;qty;timestamp
Price;BTCUSD;x;y;655501;qty;timestamp
Price;BTCUSD;x;y;654499;qty;timestamp
Price;BTCUSD;x;y;653500;qty;timestamp
Price;BTCUSD;x;y;654381;qty;timestamp
Price;BTCUSD;x;y;653754;qty;timestamp
Price;BTCUSD;x;y;651001;qty;timestamp
Price;BTCUSD;x;y;668639;qty;timestamp
Price;BTCUSD;x;y;672538;qty;timestamp
Price;BTCUSD;x;y;674063;qty;timestamp
Price;BTCUSD;x;y;676484;qty;timestamp
Price;BTCUSD;x;y;676000;qty;timestamp
Price;BTCUSD;x;y;673999;qty;timestamp
Price;BTCUSD;x;y;673289;qty;timestamp
Price;BTCUSD;x;y;684000;qty;timestamp
Price;BTCUSD;x;y;684530;qty;timestamp
Price;BTCUSD;x;y;684709;qty;timestamp
Price;BTCUSD;x;y;685277;qty;timestamp
Price;BTCUSD;x;y;683137;qty;timestamp
Price;BTCUSD;x;y;683820;qty;timestamp
Price;BTCUSD;x;y;684440;qty;timestamp
Price;BTCUSD;x;y;682901;qty;timestamp
Price;BTCUSD;x;y;681785;qty;timestamp
Price;BTCUSD;x;y;686843;qty;timestamp
Price;BTCUSD;x;y;685800;qty;timestamp
Price;BTCUSD;x;y;684900;qty;timestamp
Price;BTCUSD;x;y;688100;qty;timestamp
Price;BTCUSD;x;y;678998;qty;timestamp
Price;BTCUSD;x;y;677399;qty;timestamp
Price;BTCUSD;x;y;676154;qty;timestamp
Price;BTCUSD;x;y;676501;qty;timestamp
Price;BTCUSD;x;y;675500;qty;timestamp
Price;BTCUSD;x;y;672181;qty;timestamp
Price;BTCUSD;x;y;673801;qty;timestamp
Price;BTCUSD;x;y;671499;qty;timestamp
Price;BTCUSD;x;y;671999;qty;timestamp
Price;BTCUSD;x;y;675352;qty;timestamp
Price;BTCUSD;x;y;676729;qty;timestamp
Price;BTCUSD;x;y;678880;qty;timestamp
Price;BTCUSD;x;y;677374;qty;timestamp
Price;BTCUSD;x;y;677280;qty;timestamp
Price;BTCUSD;x;y;679657;qty;timestamp
Price;BTCUSD;x;y;666999;qty;timestamp
Price;BTCUSD;x;y;677042;qty;timestamp
Price;BTCUSD;x;y;675501;qty;timestamp
Price;BTCUSD;x;y;680205;qty;timestamp
Price;BTCUSD;x;y;678537;qty;timestamp
Price;BTCUSD;x;y;679579;qty;timestamp
Price;BTCUSD;x;y;676343;qty;timestamp
Price;BTCUSD;x;y;673039;qty;timestamp
Price;BTCUSD;x;y;677031;qty;timestamp
Price;BTCUSD;x;y;668799;qty;timestamp
Price;BTCUSD;x;y;675878;qty;timestamp
Price;BTCUSD;x;y;671986;qty;timestamp
Price;BTCUSD;x;y;686800;qty;timestamp
Price;BTCUSD;x;y;675902;qty;timestamp
Price;BTCUSD;x;y;675594;qty;timestamp
Price;BTCUSD;x;y;720801;qty;timestamp
Price;BTCUSD;x;y;723699;qty;timestamp
Price;BTCUSD;x;y;724001;qty;timestamp
Price;BTCUSD;x;y;727911;qty;timestamp
Price;BTCUSD;x;y;723781;qty;timestamp
Price;BTCUSD;x;y;723499;qty;timestamp
Price;BTCUSD;x;y;724758;qty;timestamp
Price;BTCUSD;x;y;724314;qty;timestamp
Price;BTCUSD;x;y;722201;qty;timestamp
Price;BTCUSD;x;y;720939;qty;timestamp
Price;BTCUSD;x;y;731981;qty;timestamp
Price;BTCUSD;x;y;730538;qty;timestamp
Price;BTCUSD;x;y;729000;qty;timestamp
Price;BTCUSD;x;y;727238;qty;timestamp
Price;BTCUSD;x;y;732734;qty;timestamp
Price;BTCUSD;x;y;732700;qty;timestamp
Price;BTCUSD;x;y;728007;qty;timestamp
Price;BTCUSD;x;y;749640;qty;timestamp
Price;BTCUSD;x;y;759799;qty;timestamp
Price;BTCUSD;x;y;761704;qty;timestamp
Price;BTCUSD;x;y;763000;qty;timestamp
Price;BTCUSD;x;y;761196;qty;timestamp
Price;BTCUSD;x;y;760692;qty;timestamp
Price;BTCUSD;x;y;759900;qty;timestamp
Price;BTCUSD;x;y;757912;qty;timestamp
Price;BTCUSD;x;y;761969;qty;timestamp
Price;BTCUSD;x;y;759501;qty;timestamp
Price;BTCUSD;x;y;759356;qty;timestamp
Price;BTCUSD;x;y;760499;qty;timestamp
Price;BTCUSD;x;y;763066;qty;timestamp
Price;BTCUSD;x;y;765001;qty;timestamp
Price;BTCUSD;x;y;763864;qty;timestamp
Price;BTCUSD;x;y;762501;qty;timestamp
Price;BTCUSD;x;y;765142;qty;timestamp
Price;BTCUSD;x;y;766251;qty;timestamp
Price;BTCUSD;x;y;766089;qty;timestamp
Price;BTCUSD;x;y;766080;qty;timestamp
Price;BTCUSD;x;y;765979;qty;timestamp
Price;BTCUSD;x;y;767177;qty;timestamp
Price;BTCUSD;x;y;765000;qty;timestamp
Price;BTCUSD;x;y;762847;qty;timestamp
Price;BTCUSD;x;y;761880;qty;timestamp
Price;BTCUSD;x;y;763710;qty;timestamp
Price;BTCUSD;x;y;764936;qty;timestamp
Price;BTCUSD;x;y;764682;qty;timestamp
Price;BTCUSD;x;y;763785;qty;timestamp
Price;BTCUSD;x;y;764449;qty;timestamp
Price;BTCUSD;x;y;765000;qty;timestamp
Price;BTCUSD;x;y;765223;qty;timestamp
Price;BTCUSD;x;y;763597;qty;timestamp
Price;BTCUSD;x;y;758801;qty;timestamp
Price;BTCUSD;x;y;758297;qty;timestamp
Price;BTCUSD;x;y;755167;qty;timestamp
Price;BTCUSD;x;y;756001;qty;timestamp
Price;BTCUSD;x;y;757037;qty;timestamp
Price;BTCUSD;x;y;763060;qty;timestamp
Price;BTCUSD;x;y;763627;qty;timestamp
Price;BTCUSD;x;y;762989;qty;timestamp
Price;BTCUSD;x;y;764412;qty;timestamp
Price;BTCUSD;x;y;763483;qty;timestamp
Price;BTCUSD;x;y;763351;qty;timestamp
Price;BTCUSD;x;y;763903;qty;timestamp
Price;BTCUSD;x;y;765698;qty;timestamp
Price;BTCUSD;x;y;767150;qty;timestamp
Price;BTCUSD;x;y;768401;qty;timestamp
Price;BTCUSD;x;y;768493;qty;timestamp
Price;BTCUSD;x;y;765658;qty;timestamp
Price;BTCUSD;x;y;765727;qty;timestamp
Price;BTCUSD;x;y;766100;qty;timestamp
Price;BTCUSD;x;y;769001;qty;timestamp
Price;BTCUSD;x;y;769501;qty;timestamp
Price;BTCUSD;x;y;769502;qty;timestamp
Price;BTCUSD;x;y;770500;qty;timestamp
Price;BTCUSD;x;y;768385;qty;timestamp
Price;BTCUSD;x;y;767655;qty;timestamp
Price;BTCUSD;x;y;769478;qty;timestamp
Price;BTCUSD;x;y;769842;qty;timestamp
Price;BTCUSD;x;y;767601;qty;timestamp
Price;BTCUSD;x;y;768024;qty;timestamp
Price;BTCUSD;x;y;769757;qty;timestamp
Price;BTCUSD;x;y;768398;qty;timestamp
Price;BTCUSD;x;y;770500;qty;timestamp
Price;BTCUSD;x;y;769968;qty;timestamp
Price;BTCUSD;x;y;770400;qty;timestamp
Price;BTCUSD;x;y;771441;qty;timestamp
Price;BTCUSD;x;y;772700;qty;timestamp
Price;BTCUSD;x;y;770801;qty;timestamp
Price;BTCUSD;x;y;771680;qty;timestamp
Price;BTCUSD;x;y;771647;qty;timestamp
Price;BTCUSD;x;y;765500;qty;timestamp
Price;BTCUSD;x;y;765998;qty;timestamp
Price;BTCUSD;x;y;765476;qty;timestamp
Price;BTCUSD;x;y;761629;qty;timestamp
Price;BTCUSD;x;y;752996;qty;timestamp
Price;BTCUSD;x;y;750938;qty;timestamp
Price;BTCUSD;x;y;752510;qty;timestamp
Price;BTCUSD;x;y;751516;qty;timestamp
Price;BTCUSD;x;y;765500;qty;timestamp
Price;BTCUSD;x;y;762084;qty;timestamp
Price;BTCUSD;x;y;763500;qty;timestamp
Price;BTCUSD;x;y;765310;qty;timestamp
Price;BTCUSD;x;y;761538;qty;timestamp
Price;BTCUSD;x;y;760690;qty;timestamp
Price;BTCUSD;x;y;759401;qty;timestamp
Price;BTCUSD;x;y;761131;qty;timestamp
Price;BTCUSD;x;y;761257;qty;timestamp
Price;BTCUSD;x;y;762564;qty;timestamp
Price;BTCUSD;x;y;759900;qty;timestamp
Price;BTCUSD;x;y;758738;qty;timestamp
Price;BTCUSD;x;y;760936;qty;timestamp
Price;BTCUSD;x;y;761017;qty;timestamp
Price;BTCUSD;x;y;762800;qty;timestamp
Price;BTCUSD;x;y;760605;qty;timestamp
Price;BTCUSD;x;y;761251;qty;timestamp
Price;BTCUSD;x;y;762400;qty;timestamp
Price;BTCUSD;x;y;758589;qty;timestamp
Price;BTCUSD;x;y;762443;qty;timestamp
Price;BTCUSD;x;y;761141;qty;timestamp
Price;BTCUSD;x;y;761743;qty;timestamp
Price;BTCUSD;x;y;761505;qty;timestamp
Price;BTCUSD;x;y;756700;qty;timestamp
Price;BTCUSD;x;y;757579;qty;timestamp
Price;BTCUSD;x;y;740386;qty;timestamp
Price;BTCUSD;x;y;738162;qty;timestamp
Price;BTCUSD;x;y;740659;qty;timestamp
Price;BTCUSD;x;y;741798;qty;timestamp
Price;BTCUSD;x;y;741999;qty;timestamp
Price;BTCUSD;x;y;742001;qty;timestamp
Price;BTCUSD;x;y;745001;qty;timestamp
Price;BTCUSD;x;y;740847;qty;timestamp
Price;BTCUSD;x;y;742695;qty;timestamp
Price;BTCUSD;x;y;742899;qty;timestamp
Price;BTCUSD;x;y;738773;qty;timestamp
Price;BTCUSD;x;y;740791;qty;timestamp
Price;BTCUSD;x;y;740404;qty;timestamp
Price;BTCUSD;x;y;748285;qty;timestamp
Price;BTCUSD;x;y;748722;qty;timestamp
Price;BTCUSD;x;y;748737;qty;timestamp
Price;BTCUSD;x;y;749866;qty;timestamp
Price;BTCUSD;x;y;752504;qty;timestamp
Price;BTCUSD;x;y;752745;qty;timestamp
Price;BTCUSD;x;y;749356;qty;timestamp
Price;BTCUSD;x;y;749989;qty;timestamp
Price;BTCUSD;x;y;747903;qty;timestamp
Price;BTCUSD;x;y;748307;qty;timestamp
Price;BTCUSD;x;y;749617;qty;timestamp
Price;BTCUSD;x;y;748100;qty;timestamp
Price;BTCUSD;x;y;750552;qty;timestamp
Price;BTCUSD;x;y;752986;qty;timestamp
Price;BTCUSD;x;y;750610;qty;timestamp
Price;BTCUSD;x;y;759501;qty;timestamp
Price;BTCUSD;x;y;761252;qty;timestamp
Price;BTCUSD;x;y;759954;qty;timestamp
Price;BTCUSD;x;y;759962;qty;timestamp
Price;BTCUSD;x;y;758251;qty;timestamp
Price;BTCUSD;x;y;766163;qty;timestamp
Price;BTCUSD;x;y;769621;qty;timestamp
Price;BTCUSD;x;y;768554;qty;timestamp
Price;BTCUSD;x;y;768554;qty;timestamp
Price;BTCUSD;x;y;770500;qty;timestamp
Price;BTCUSD;x;y;770989;qty;timestamp
Price;BTCUSD;x;y;770637;qty;timestamp
Price;BTCUSD;x;y;770459;qty;timestamp
Price;BTCUSD;x;y;769001;qty;timestamp
Price;BTCUSD;x;y;769198;qty;timestamp
Price;BTCUSD;x;y;770873;qty;timestamp
Price;BTCUSD;x;y;768513;qty;timestamp
Price;BTCUSD;x;y;769101;qty;timestamp
Price;BTCUSD;x;y;770586;qty;timestamp
Price;BTCUSD;x;y;772560;qty;timestamp
Price;BTCUSD;x;y;771501;qty;timestamp
Price;BTCUSD;x;y;772087;qty;timestamp
Price;BTCUSD;x;y;771980;qty;timestamp
Price;BTCUSD;x;y;771176;qty;timestamp
Price;BTCUSD;x;y;770450;qty;timestamp
Price;BTCUSD;x;y;773806;qty;timestamp
Price;BTCUSD;x;y;772500;qty;timestamp
Price;BTCUSD;x;y;771433;qty;timestamp
Price;BTCUSD;x;y;771728;qty;timestamp
Price;BTCUSD;x;y;764596;qty;timestamp
Price;BTCUSD;x;y;764597;qty;timestamp
Price;BTCUSD;x;y;764598;qty;timestamp
Price;BTCUSD;x;y;763510;qty;timestamp
Price;BTCUSD;x;y;763541;qty;timestamp
Price;BTCUSD;x;y;764900;qty;timestamp
Price;BTCUSD;x;y;763642;qty;timestamp
Price;BTCUSD;x;y;762999;qty;timestamp
Price;BTCUSD;x;y;763676;qty;timestamp
Price;BTCUSD;x;y;761501;qty;timestamp
Price;BTCUSD;x;y;766142;qty;timestamp
Price;BTCUSD;x;y;765100;qty;timestamp
Price;BTCUSD;x;y;763426;qty;timestamp
Price;BTCUSD;x;y;762618;qty;timestamp
Price;BTCUSD;x;y;761802;qty;timestamp
Price;BTCUSD;x;y;763922;qty;timestamp
Price;BTCUSD;x;y;763273;qty;timestamp
Price;BTCUSD;x;y;763299;qty;timestamp
Price;BTCUSD;x;y;764100;qty;timestamp
Price;BTCUSD;x;y;765499;qty;timestamp
Price;BTCUSD;x;y;765499;qty;timestamp
Price;BTCUSD;x;y;765010;qty;timestamp
Price;BTCUSD;x;y;764000;qty;timestamp
Price;BTCUSD;x;y;764994;qty;timestamp
Price;BTCUSD;x;y;751501;qty;timestamp
Price;BTCUSD;x;y;748016;qty;timestamp
Price;BTCUSD;x;y;748266;qty;timestamp
Price;BTCUSD;x;y;748701;qty;timestamp
Price;BTCUSD;x;y;748975;qty;timestamp
Price;BTCUSD;x;y;746874;qty;timestamp
Price;BTCUSD;x;y;751432;qty;timestamp
Price;BTCUSD;x;y;750419;qty;timestamp
Price;BTCUSD;x;y;743205;qty;timestamp
Price;BTCUSD;x;y;743241;qty;timestamp
Price;BTCUSD;x;y;743930;qty;timestamp
Price;BTCUSD;x;y;739799;qty;timestamp
Price;BTCUSD;x;y;742495;qty;timestamp
Price;BTCUSD;x;y;743910;qty;timestamp
